ref_area,ref_area_name,counterpart,counterpart_name,time_period,year,quarter,var_code,metric,sex,gender,area_name,reg_name,province,imm_category,obs_value,obs_status,source_dataset
CAN,Canada,SAM,Samoa,1989,1989,,B11,Inflows of Foreign Population,T,Total,Oceania,Polynesia,,,1.0,,FALLBACK_XLSX
CAN,Canada,SAU,Saudi Arabia,1989,1989,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,41.0,,FALLBACK_XLSX
CAN,Canada,SEN,Senegal,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,22.0,,FALLBACK_XLSX
CAN,Canada,SEY,Seychelles,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,25.0,,FALLBACK_XLSX
CAN,Canada,SIE,Sierra Leone,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,18.0,,FALLBACK_XLSX
CAN,Canada,SIN,Singapore,1989,1989,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,1269.0,,FALLBACK_XLSX
CAN,Canada,SOM,Somalia,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,401.0,,FALLBACK_XLSX
CAN,Canada,ZAF,South Africa,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,1301.0,,FALLBACK_XLSX
CAN,Canada,ESP,Spain,1989,1989,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,168.0,,FALLBACK_XLSX
CAN,Canada,LKA,Sri Lanka,1989,1989,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,2758.0,,FALLBACK_XLSX
CAN,Canada,SDN,Sudan,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,98.0,,FALLBACK_XLSX
CAN,Canada,SUR,Suriname,1989,1989,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,24.0,,FALLBACK_XLSX
CAN,Canada,SWA,Swaziland,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,3.0,,FALLBACK_XLSX
CAN,Canada,SWE,Sweden,1989,1989,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,182.0,,FALLBACK_XLSX
CAN,Canada,CHE,Switzerland,1989,1989,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,523.0,,FALLBACK_XLSX
CAN,Canada,SYR,Syrian Arab Republic,1989,1989,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,1454.0,,FALLBACK_XLSX
CAN,Canada,THA,Thailand,1989,1989,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,177.0,,FALLBACK_XLSX
CAN,Canada,TOG,Togo,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,14.0,,FALLBACK_XLSX
CAN,Canada,TON,Tonga,1989,1989,,B11,Inflows of Foreign Population,T,Total,Oceania,Polynesia,,,9.0,,FALLBACK_XLSX
CAN,Canada,TTO,Trinidad and Tobago,1989,1989,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,3054.0,,FALLBACK_XLSX
CAN,Canada,TUN,Tunisia,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,242.0,,FALLBACK_XLSX
CAN,Canada,TUR,Turkey,1989,1989,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,488.0,,FALLBACK_XLSX
CAN,Canada,UGA,Uganda,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,47.0,,FALLBACK_XLSX
CAN,Canada,UNI,United Arab Emirates,1989,1989,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,17.0,,FALLBACK_XLSX
CAN,Canada,UNI,United Kingdom of Great Britain and Northern Ireland,1989,1989,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,23795.0,,FALLBACK_XLSX
CAN,Canada,UNI,United Republic of Tanzania,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,662.0,,FALLBACK_XLSX
CAN,Canada,UNI,United States of America,1989,1989,,B11,Inflows of Foreign Population,T,Total,Northern America,Northern America,,,6790.0,,FALLBACK_XLSX
CAN,Canada,URU,Uruguay,1989,1989,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,144.0,,FALLBACK_XLSX
CAN,Canada,VEN,Venezuela (Bolivarian Republic of),1989,1989,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,304.0,,FALLBACK_XLSX
CAN,Canada,VIE,Viet Nam,1989,1989,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,3004.0,,FALLBACK_XLSX
CAN,Canada,YEM,Yemen,1989,1989,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,18.0,,FALLBACK_XLSX
CAN,Canada,ZAM,Zambia,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,68.0,,FALLBACK_XLSX
CAN,Canada,ZWE,Zimbabwe,1989,1989,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,187.0,,FALLBACK_XLSX
CAN,Canada,UNK,Unknown,1989,1989,,B11,Inflows of Foreign Population,T,Total,World,World,,,27118.0,,FALLBACK_XLSX
CAN,Canada,TOT,Total,1989,1989,,B11,Inflows of Foreign Population,T,Total,World,World,,,191550.0,,FALLBACK_XLSX
CAN,Canada,AFG,Afghanistan,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,1028.0,,FALLBACK_XLSX
CAN,Canada,ALB,Albania,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,3.0,,FALLBACK_XLSX
CAN,Canada,DZA,Algeria,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,491.0,,FALLBACK_XLSX
CAN,Canada,AME,American Samoa,1990,1990,,B11,Inflows of Foreign Population,T,Total,Oceania,Polynesia,,,2.0,,FALLBACK_XLSX
CAN,Canada,AND,Andorra,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,3.0,,FALLBACK_XLSX
CAN,Canada,ANG,Angola,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,8.0,,FALLBACK_XLSX
CAN,Canada,ANT,Antigua and Barbuda,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,31.0,,FALLBACK_XLSX
CAN,Canada,ARG,Argentina,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,678.0,,FALLBACK_XLSX
CAN,Canada,AUS,Australia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Oceania,Australia and New Zealand,,,620.0,,FALLBACK_XLSX
CAN,Canada,AUT,Austria,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,158.0,,FALLBACK_XLSX
CAN,Canada,BAH,Bahamas,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,18.0,,FALLBACK_XLSX
CAN,Canada,BAH,Bahrain,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,6.0,,FALLBACK_XLSX
CAN,Canada,BGD,Bangladesh,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,611.0,,FALLBACK_XLSX
CAN,Canada,BAR,Barbados,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,327.0,,FALLBACK_XLSX
CAN,Canada,BEL,Belgium,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,303.0,,FALLBACK_XLSX
CAN,Canada,BEL,Belize,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,38.0,,FALLBACK_XLSX
CAN,Canada,BEN,Benin,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,13.0,,FALLBACK_XLSX
CAN,Canada,BOL,Bolivia (Plurinational State of),1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,71.0,,FALLBACK_XLSX
CAN,Canada,BOT,Botswana,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,2.0,,FALLBACK_XLSX
CAN,Canada,BRA,Brazil,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,650.0,,FALLBACK_XLSX
CAN,Canada,BRU,Brunei Darussalam,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,44.0,,FALLBACK_XLSX
CAN,Canada,BGR,Bulgaria,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,172.0,,FALLBACK_XLSX
CAN,Canada,BUR,Burkina Faso,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,4.0,,FALLBACK_XLSX
CAN,Canada,BUR,Burundi,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,19.0,,FALLBACK_XLSX
CAN,Canada,CAB,Cabo Verde,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,14.0,,FALLBACK_XLSX
CAN,Canada,KHM,Cambodia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,34.0,,FALLBACK_XLSX
CAN,Canada,CMR,Cameroon,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,34.0,,FALLBACK_XLSX
CAN,Canada,CAN,Canada,1990,1990,,B11,Inflows of Foreign Population,T,Total,Northern America,Northern America,,,3.0,,FALLBACK_XLSX
CAN,Canada,CEN,Central African Republic,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,6.0,,FALLBACK_XLSX
CAN,Canada,CHA,Chad,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,8.0,,FALLBACK_XLSX
CAN,Canada,CHL,Chile,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,1286.0,,FALLBACK_XLSX
CAN,Canada,CHN,China,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,8076.0,,FALLBACK_XLSX
CAN,Canada,COL,Colombia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,614.0,,FALLBACK_XLSX
CAN,Canada,COM,Comoros,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,1.0,,FALLBACK_XLSX
CAN,Canada,CON,Congo,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,3.0,,FALLBACK_XLSX
CAN,Canada,COS,Costa Rica,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,99.0,,FALLBACK_XLSX
CAN,Canada,CÔT,Côte d'Ivoire,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,42.0,,FALLBACK_XLSX
CAN,Canada,CUB,Cuba,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,135.0,,FALLBACK_XLSX
CAN,Canada,CYP,Cyprus,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,27.0,,FALLBACK_XLSX
CAN,Canada,DEM,Democratic People's Republic of Korea,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,1.0,,FALLBACK_XLSX
CAN,Canada,DEM,Democratic Republic of the Congo,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,116.0,,FALLBACK_XLSX
CAN,Canada,DNK,Denmark,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,118.0,,FALLBACK_XLSX
CAN,Canada,DJI,Djibouti,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,10.0,,FALLBACK_XLSX
CAN,Canada,DOM,Dominica,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,77.0,,FALLBACK_XLSX
CAN,Canada,DOM,Dominican Republic,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,363.0,,FALLBACK_XLSX
CAN,Canada,ECU,Ecuador,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,552.0,,FALLBACK_XLSX
CAN,Canada,EGY,Egypt,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,2365.0,,FALLBACK_XLSX
CAN,Canada,SLV,El Salvador,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,4384.0,,FALLBACK_XLSX
CAN,Canada,EST,Estonia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,14.0,,FALLBACK_XLSX
CAN,Canada,ETH,Ethiopia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,890.0,,FALLBACK_XLSX
CAN,Canada,FIJ,Fiji,1990,1990,,B11,Inflows of Foreign Population,T,Total,Oceania,Melanesia,,,1172.0,,FALLBACK_XLSX
CAN,Canada,FIN,Finland,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,73.0,,FALLBACK_XLSX
CAN,Canada,FRA,France,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,2177.0,,FALLBACK_XLSX
CAN,Canada,GAB,Gabon,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,10.0,,FALLBACK_XLSX
CAN,Canada,GAM,Gambia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,12.0,,FALLBACK_XLSX
CAN,Canada,DEU,Germany,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,1273.0,,FALLBACK_XLSX
CAN,Canada,GNA,Ghana,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,449.0,,FALLBACK_XLSX
CAN,Canada,GRC,Greece,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,538.0,,FALLBACK_XLSX
CAN,Canada,GRE,Grenada,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,172.0,,FALLBACK_XLSX
CAN,Canada,GTM,Guatemala,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,1023.0,,FALLBACK_XLSX
CAN,Canada,GUI,Guinea,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,10.0,,FALLBACK_XLSX
CAN,Canada,GUI,Guinea-Bissau,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,4.0,,FALLBACK_XLSX
CAN,Canada,GUY,Guyana,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,2824.0,,FALLBACK_XLSX
CAN,Canada,HTI,Haiti,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,2379.0,,FALLBACK_XLSX
CAN,Canada,HND,Honduras,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,187.0,,FALLBACK_XLSX
CAN,Canada,HUN,Hungary,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,780.0,,FALLBACK_XLSX
CAN,Canada,ICE,Iceland,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,2.0,,FALLBACK_XLSX
CAN,Canada,IND,India,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,12041.0,,FALLBACK_XLSX
CAN,Canada,IDN,Indonesia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,227.0,,FALLBACK_XLSX
CAN,Canada,IRA,Iran (Islamic Republic of),1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,3655.0,,FALLBACK_XLSX
CAN,Canada,IRQ,Iraq,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,557.0,,FALLBACK_XLSX
CAN,Canada,IRL,Ireland,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,845.0,,FALLBACK_XLSX
CAN,Canada,ISR,Israel,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,1596.0,,FALLBACK_XLSX
CAN,Canada,ITA,Italy,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,895.0,,FALLBACK_XLSX
CAN,Canada,JAM,Jamaica,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,4945.0,,FALLBACK_XLSX
CAN,Canada,JPN,Japan,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,379.0,,FALLBACK_XLSX
CAN,Canada,JOR,Jordan,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,841.0,,FALLBACK_XLSX
CAN,Canada,KEN,Kenya,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,869.0,,FALLBACK_XLSX
CAN,Canada,KUW,Kuwait,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,26.0,,FALLBACK_XLSX
CAN,Canada,LAO,Lao People's Democratic Republic,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,34.0,,FALLBACK_XLSX
CAN,Canada,LAT,Latvia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,10.0,,FALLBACK_XLSX
CAN,Canada,LBN,Lebanon,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,13568.0,,FALLBACK_XLSX
CAN,Canada,LES,Lesotho,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,1.0,,FALLBACK_XLSX
CAN,Canada,LIB,Liberia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,5.0,,FALLBACK_XLSX
CAN,Canada,LIB,Libya,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,47.0,,FALLBACK_XLSX
CAN,Canada,LIT,Lithuania,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,5.0,,FALLBACK_XLSX
CAN,Canada,LUX,Luxembourg,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,1.0,,FALLBACK_XLSX
CAN,Canada,MAD,Madagascar,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,28.0,,FALLBACK_XLSX
CAN,Canada,MAL,Malawi,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,10.0,,FALLBACK_XLSX
CAN,Canada,MYS,Malaysia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,1917.0,,FALLBACK_XLSX
CAN,Canada,MAL,Mali,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,13.0,,FALLBACK_XLSX
CAN,Canada,MAL,Malta,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,38.0,,FALLBACK_XLSX
CAN,Canada,MAU,Mauritania,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,4.0,,FALLBACK_XLSX
CAN,Canada,MAU,Mauritius,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,401.0,,FALLBACK_XLSX
CAN,Canada,MEX,Mexico,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,1193.0,,FALLBACK_XLSX
CAN,Canada,MON,Monaco,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,3.0,,FALLBACK_XLSX
CAN,Canada,MON,Mongolia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,1.0,,FALLBACK_XLSX
CAN,Canada,MAR,Morocco,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,1313.0,,FALLBACK_XLSX
CAN,Canada,MOZ,Mozambique,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,3.0,,FALLBACK_XLSX
CAN,Canada,MYA,Myanmar,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,133.0,,FALLBACK_XLSX
CAN,Canada,NAM,Namibia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,2.0,,FALLBACK_XLSX
CAN,Canada,NPL,Nepal,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,23.0,,FALLBACK_XLSX
CAN,Canada,NLD,Netherlands,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,637.0,,FALLBACK_XLSX
CAN,Canada,NZL,New Zealand,1990,1990,,B11,Inflows of Foreign Population,T,Total,Oceania,Australia and New Zealand,,,270.0,,FALLBACK_XLSX
CAN,Canada,NIC,Nicaragua,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,710.0,,FALLBACK_XLSX
CAN,Canada,NIG,Niger,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,1.0,,FALLBACK_XLSX
CAN,Canada,NGA,Nigeria,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,181.0,,FALLBACK_XLSX
CAN,Canada,NOR,Norway,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,83.0,,FALLBACK_XLSX
CAN,Canada,OMA,Oman,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,5.0,,FALLBACK_XLSX
CAN,Canada,PAK,Pakistan,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,2470.0,,FALLBACK_XLSX
CAN,Canada,PAN,Panama,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,116.0,,FALLBACK_XLSX
CAN,Canada,PAP,Papua New Guinea,1990,1990,,B11,Inflows of Foreign Population,T,Total,Oceania,Melanesia,,,1.0,,FALLBACK_XLSX
CAN,Canada,PAR,Paraguay,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,56.0,,FALLBACK_XLSX
CAN,Canada,PER,Peru,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,1384.0,,FALLBACK_XLSX
CAN,Canada,PHL,Philippines,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,12509.0,,FALLBACK_XLSX
CAN,Canada,POL,Poland,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,17040.0,,FALLBACK_XLSX
CAN,Canada,PRT,Portugal,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,8452.0,,FALLBACK_XLSX
CAN,Canada,QAT,Qatar,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,2.0,,FALLBACK_XLSX
CAN,Canada,REP,Republic of Korea,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,2087.0,,FALLBACK_XLSX
CAN,Canada,ROU,Romania,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,2252.0,,FALLBACK_XLSX
CAN,Canada,RWA,Rwanda,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,16.0,,FALLBACK_XLSX
CAN,Canada,SAI,Saint Kitts and Nevis,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,32.0,,FALLBACK_XLSX
CAN,Canada,SAI,Saint Lucia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,95.0,,FALLBACK_XLSX
CAN,Canada,SAI,Saint Vincent and the Grenadines,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,179.0,,FALLBACK_XLSX
CAN,Canada,SAM,Samoa,1990,1990,,B11,Inflows of Foreign Population,T,Total,Oceania,Polynesia,,,2.0,,FALLBACK_XLSX
CAN,Canada,SAN,San Marino,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,1.0,,FALLBACK_XLSX
CAN,Canada,SAU,Saudi Arabia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,22.0,,FALLBACK_XLSX
CAN,Canada,SEN,Senegal,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,38.0,,FALLBACK_XLSX
CAN,Canada,SEY,Seychelles,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,78.0,,FALLBACK_XLSX
CAN,Canada,SIE,Sierra Leone,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,12.0,,FALLBACK_XLSX
CAN,Canada,SIN,Singapore,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,843.0,,FALLBACK_XLSX
CAN,Canada,SOM,Somalia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,1059.0,,FALLBACK_XLSX
CAN,Canada,ZAF,South Africa,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,902.0,,FALLBACK_XLSX
CAN,Canada,ESP,Spain,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,122.0,,FALLBACK_XLSX
CAN,Canada,LKA,Sri Lanka,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,3525.0,,FALLBACK_XLSX
CAN,Canada,SDN,Sudan,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,151.0,,FALLBACK_XLSX
CAN,Canada,SUR,Suriname,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,26.0,,FALLBACK_XLSX
CAN,Canada,SWA,Swaziland,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,4.0,,FALLBACK_XLSX
CAN,Canada,SWE,Sweden,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,130.0,,FALLBACK_XLSX
CAN,Canada,CHE,Switzerland,1990,1990,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,505.0,,FALLBACK_XLSX
CAN,Canada,SYR,Syrian Arab Republic,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,1791.0,,FALLBACK_XLSX
CAN,Canada,THA,Thailand,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,171.0,,FALLBACK_XLSX
CAN,Canada,TOG,Togo,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,17.0,,FALLBACK_XLSX
CAN,Canada,TON,Tonga,1990,1990,,B11,Inflows of Foreign Population,T,Total,Oceania,Polynesia,,,7.0,,FALLBACK_XLSX
CAN,Canada,TTO,Trinidad and Tobago,1990,1990,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,2843.0,,FALLBACK_XLSX
CAN,Canada,TUN,Tunisia,1990,1990,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,326.0,,FALLBACK_XLSX
CAN,Canada,TUR,Turkey,1990,1990,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,767.0,,FALLBACK_XLSX
